29478,0081267a-f62f-43db-8a8c-176edf7e2854,e5acadf0-5a7d-4641-9a9b-0a57d7b4b2dd,2,10,460,530,1791,0,1,2023.5.24 6:51,1,1,0,2023.5.24 7:34,2023.5.24 6:51,e5acadf0-5a7d-4641-9a9b-0a57d7b4b2dd,1,12700,16,Plubis,2,5,0,10,460,1000,0,550,1100452,1,1000,2023.5.24 7:34,2023.4.17 8:29,7,0081267a-f62f-43db-8a8c-176edf7e2854,6,849c635dc7a0b99c0a385bdc370454b4602444fc5fff57e413029f8ef418cfd0,1,2023.5.2 6:57,2023.5.2 6:57,6,1,0x753E106C075Ac572ec064B90bCd09dCcb6f8890c,,1,0,0,2023.5.2 6:57,2023.5.2 6:57,656,1,xenonft,4.5186E+12,NFT,Dragon,e5acadf0-5a7d-4641-9a9b-0a57d7b4b2dd,1,16,0,1,2023.4.17 8:31,1,2023.5.24 6:51,0,0001-01-01 00:00:00,2023.5.24 6:51,2023.4.17 8:29,0081267a-f62f-43db-8a8c-176edf7e2854,StrongPrince,0,d7DmfrXyRU2Sv4ZKAojlFM:APA91bFw3gKz-_MbQl0Mr_9D6F_ECphBrDq0lEg8-uNuGzE-FAkbnUruQNOEvZ_zCLCq7Y_uw1AZhgIgtolTnB_tGK2F9jgk7wOcO94xnQ_ZhSLSAcQw7dGGZ-41Ei0lIT23ahxkaAfQ,1,0,GRC,2023.5.17 2:04,2023.5.1 7:16
12705,01ed2e7f-fa25-4612-868b-36516fc51e7e,197925e8-41f1-40d8-8110-46de8450e1b0,2,30,71,500,3805,0,1,2023.5.5 13:53,1,1,0,2023.5.30 0:59,2023.5.5 13:53,197925e8-41f1-40d8-8110-46de8450e1b0,1,14701,12,Klad-Louie,2,3,1,30,71,1001,1,550,2100423,1,1001,2023.5.22 13:48,2023.4.17 8:29,534,01ed2e7f-fa25-4612-868b-36516fc51e7e,518,a8318614cb2e0474f04853bade42bd4f0cab5224722e9a73b1999fdecfa08f11,1,2023.5.4 14:03,2023.5.4 14:03,518,1,0x36df9cee41643b25B5908CCA5B787Fa9d52E7e0e,,1,0,0,2023.5.4 14:03,2023.5.4 14:03,813,1,xenonft,2.06231E+12,NFT,Dragon,197925e8-41f1-40d8-8110-46de8450e1b0,1,16,0,1,2023.4.17 8:31,1,2023.5.5 13:53,0,0001-01-01 00:00:00,2023.5.5 13:53,2023.4.17 8:29,01ed2e7f-fa25-4612-868b-36516fc51e7e,iecpark,0,,1,0,KOR,2023.5.5 2:24,2023.5.3 7:56
23884,01ed2e7f-fa25-4612-868b-36516fc51e7e,27fb9125-1f60-4449-86c6-c3549223dc27,4,30,0,600,3655,0,1,2023.5.14 9:45,1,1,0,2023.5.30 0:59,2023.5.14 9:45,27fb9125-1f60-4449-86c6-c3549223dc27,1,10902,6,Plubis-Vira,4,5,2,30,0,1002,1,650,3100424,2,1002,2023.5.24 1:14,2023.4.17 8:28,534,01ed2e7f-fa25-4612-868b-36516fc51e7e,518,a8318614cb2e0474f04853bade42bd4f0cab5224722e9a73b1999fdecfa08f11,1,2023.5.4 14:03,2023.5.4 14:03,518,1,0x36df9cee41643b25B5908CCA5B787Fa9d52E7e0e,,1,0,0,2023.5.4 14:03,2023.5.4 14:03,88,1,xenonft,1.39363E+12,NFT,Dragon,27fb9125-1f60-4449-86c6-c3549223dc27,1,16,0,1,2023.4.17 8:31,1,2023.5.14 9:45,0,0001-01-01 00:00:00,2023.5.14 9:45,2023.4.17 8:28,01ed2e7f-fa25-4612-868b-36516fc51e7e,iecpark,0,,1,0,KOR,2023.5.5 2:24,2023.5.3 7:56
18605,01ed2e7f-fa25-4612-868b-36516fc51e7e,5f9944ce-5fd2-4237-a4c5-0e2d143d2ffb,2,30,20,545,2404,0,0,2023.5.8 9:13,1,1,0,2023.5.24 22:44,2023.5.8 9:13,5f9944ce-5fd2-4237-a4c5-0e2d143d2ffb,1,10702,20,Plubis-Vira,2,5,2,30,20,1002,1,550,3100424,1,1002,2023.5.15 15:44,2023.4.17 8:29,534,01ed2e7f-fa25-4612-868b-36516fc51e7e,518,a8318614cb2e0474f04853bade42bd4f0cab5224722e9a73b1999fdecfa08f11,1,2023.5.4 14:03,2023.5.4 14:03,518,1,0x36df9cee41643b25B5908CCA5B787Fa9d52E7e0e,,1,0,0,2023.5.4 14:03,2023.5.4 14:03,568,1,xenonft,3.78137E+12,NFT,Dragon,5f9944ce-5fd2-4237-a4c5-0e2d143d2ffb,1,16,0,1,2023.4.17 8:31,1,2023.5.8 9:13,0,0001-01-01 00:00:00,2023.5.8 9:13,2023.4.17 8:29,01ed2e7f-fa25-4612-868b-36516fc51e7e,iecpark,0,,1,0,KOR,2023.5.5 2:24,2023.5.3 7:56
19705,022d676d-4f39-4f5c-a801-141c3c5dea00,8dba80f5-8a11-4a9f-9fb3-7d4ed37fb016,2,20,590,550,2606,0,1,2023.5.9 5:58,1,1,0,2023.5.29 11:49,2023.5.9 5:58,8dba80f5-8a11-4a9f-9fb3-7d4ed37fb016,1,12700,8,Plubis,2,5,0,20,590,1000,0,550,1100452,3,1000,2023.5.10 8:26,2023.4.17 8:29,137,022d676d-4f39-4f5c-a801-141c3c5dea00,131,bcae0546905a0f0c7973fcded282bafd3c8cdaf56a25391398252f55b8cd1b61,1,2023.5.3 13:21,2023.5.3 13:21,131,1,0x30c7d5fA3f04A2C8643942D47689461fA5740dcc,,1,0,0,2023.5.3 13:21,2023.5.3 13:21,648,1,xenonft,3.21367E+12,NFT,Dragon,8dba80f5-8a11-4a9f-9fb3-7d4ed37fb016,1,16,0,1,2023.4.17 8:31,1,2023.5.9 5:58,0,0001-01-01 00:00:00,2023.5.9 5:58,2023.4.17 8:29,022d676d-4f39-4f5c-a801-141c3c5dea00,Mushroom,0,,1,0,KOR,2023.5.3 14:11,2023.5.3 7:14
19711,022d676d-4f39-4f5c-a801-141c3c5dea00,bd61ae41-68c6-45cb-bfe3-2f99d1b875f2,2,20,110,550,2587,1,1,2023.5.9 6:02,1,1,0,2023.5.29 11:49,2023.5.9 6:02,bd61ae41-68c6-45cb-bfe3-2f99d1b875f2,1,12701,13,Luper-Louis,2,4,1,20,110,1001,0,550,2100454,1,2001,2023.5.10 8:26,2023.4.17 8:29,137,022d676d-4f39-4f5c-a801-141c3c5dea00,131,bcae0546905a0f0c7973fcded282bafd3c8cdaf56a25391398252f55b8cd1b61,1,2023.5.3 13:21,2023.5.3 13:21,131,1,0x30c7d5fA3f04A2C8643942D47689461fA5740dcc,,1,0,0,2023.5.3 13:21,2023.5.3 13:21,676,1,xenonft,9.21361E+12,NFT,Dragon,bd61ae41-68c6-45cb-bfe3-2f99d1b875f2,1,16,0,1,2023.4.17 8:31,1,2023.5.9 6:02,0,0001-01-01 00:00:00,2023.5.9 6:02,2023.4.17 8:29,022d676d-4f39-4f5c-a801-141c3c5dea00,Mushroom,0,,1,0,KOR,2023.5.3 14:11,2023.5.3 7:14
5113,022d676d-4f39-4f5c-a801-141c3c5dea00,db96e6c8-aadb-4728-9643-05cb6c2ed77d,5,23,2992,750,4281,1,1,2023.5.2 12:00,1,1,0,2023.5.29 11:49,2023.5.3 14:40,db96e6c8-aadb-4728-9643-05cb6c2ed77d,1,115004,1,Adora-Kuve,5,1,4,23,2992,1004,1,750,5100451,3,2004,2023.5.29 0:57,2023.4.17 9:22,137,022d676d-4f39-4f5c-a801-141c3c5dea00,131,bcae0546905a0f0c7973fcded282bafd3c8cdaf56a25391398252f55b8cd1b61,1,2023.5.3 13:21,2023.5.3 13:21,131,1,0x30c7d5fA3f04A2C8643942D47689461fA5740dcc,,1,0,0,2023.5.3 13:21,2023.5.3 13:21,4597,1,xenonft,6.78211E+12,NFT,Dragon,db96e6c8-aadb-4728-9643-05cb6c2ed77d,1,16,0,1,2023.4.17 9:24,1,2023.5.3 14:40,0,0001-01-01 00:00:00,2023.5.3 14:40,2023.4.17 9:22,022d676d-4f39-4f5c-a801-141c3c5dea00,Mushroom,0,,1,0,KOR,2023.5.3 14:11,2023.5.3 7:14
12509,03e7d021-99f5-47ed-baa0-3613d03f0c0c,054c9cf6-2467-4822-bd9c-ffcfd7b09f79,3,27,1740,570,3048,0,1,2023.5.5 12:38,1,1,0,2023.5.30 0:49,2023.5.5 12:38,054c9cf6-2467-4822-bd9c-ffcfd7b09f79,1,14801,8,Klad-Louie,3,3,1,27,1740,1001,1,600,2100423,1,1001,2023.5.30 0:49,2023.4.17 8:29,56,03e7d021-99f5-47ed-baa0-3613d03f0c0c,52,88216879db8a8a7172943f120185e03900dc974618792578de5288256faff6a0,1,2023.5.24 12:04,2023.5.3 8:30,52,1,0xa7AaE9B4bE6777fd3273C1e7F70dDB844fA847e6,,1,0,0,2023.5.24 12:04,2023.5.3 8:30,420,1,xenonft,6.49035E+12,NFT,Dragon,054c9cf6-2467-4822-bd9c-ffcfd7b09f79,1,16,0,1,2023.4.17 8:31,1,2023.5.5 12:38,0,0001-01-01 00:00:00,2023.5.5 12:38,2023.4.17 8:29,03e7d021-99f5-47ed-baa0-3613d03f0c0c,Toothless,0,eDsTj9y5S_C2oxAAWyF6zW:APA91bGrz3adHKFK4Z6Nw5ew7eE0HjU270AHRZpewxCisvzVtWGlBZdeVBgUFKz887AYl1Mh2NKrOQr9xUycfR40vlPXx-icE-qdxRb2bYzLUB_2of_RoHb8BVh8gzQnJ21Ijf60QmXR,0,0,KOR,2023.5.8 22:51,2023.5.3 6:50
3817,03e7d021-99f5-47ed-baa0-3613d03f0c0c,f0744624-8ffa-458e-8f5c-9d990c7797c0,3,28,1490,465,3386,0,1,2023.5.2 12:00,1,1,0,2023.5.30 1:20,2023.5.3 12:09,f0744624-8ffa-458e-8f5c-9d990c7797c0,1,14801,16,Klad-Louie,3,3,1,28,1490,1001,1,600,2100423,3,1001,2023.5.30 0:59,2023.4.17 8:29,56,03e7d021-99f5-47ed-baa0-3613d03f0c0c,52,88216879db8a8a7172943f120185e03900dc974618792578de5288256faff6a0,1,2023.5.24 12:04,2023.5.3 8:30,52,1,0xa7AaE9B4bE6777fd3273C1e7F70dDB844fA847e6,,1,0,0,2023.5.24 12:04,2023.5.3 8:30,428,1,xenonft,8.14712E+12,NFT,Dragon,f0744624-8ffa-458e-8f5c-9d990c7797c0,1,16,0,1,2023.4.17 8:31,1,2023.5.3 12:09,0,0001-01-01 00:00:00,2023.5.3 12:09,2023.4.17 8:29,03e7d021-99f5-47ed-baa0-3613d03f0c0c,Toothless,0,eDsTj9y5S_C2oxAAWyF6zW:APA91bGrz3adHKFK4Z6Nw5ew7eE0HjU270AHRZpewxCisvzVtWGlBZdeVBgUFKz887AYl1Mh2NKrOQr9xUycfR40vlPXx-icE-qdxRb2bYzLUB_2of_RoHb8BVh8gzQnJ21Ijf60QmXR,0,0,KOR,2023.5.8 22:51,2023.5.3 6:50
12511,03e7d021-99f5-47ed-baa0-3613d03f0c0c,17e6f4da-2652-4834-9bdf-1002700d9b59,3,29,1580,465,3618,0,0,2023.5.5 12:38,1,1,0,2023.5.30 0:59,2023.5.5 12:38,17e6f4da-2652-4834-9bdf-1002700d9b59,1,14804,2,Adora-Kuve,3,1,4,29,1580,1004,1,600,5100451,2,2004,2023.5.30 0:59,2023.4.17 8:29,56,03e7d021-99f5-47ed-baa0-3613d03f0c0c,52,88216879db8a8a7172943f120185e03900dc974618792578de5288256faff6a0,1,2023.5.24 12:04,2023.5.3 8:30,52,1,0xa7AaE9B4bE6777fd3273C1e7F70dDB844fA847e6,,1,0,0,2023.5.24 12:04,2023.5.3 8:30,468,1,xenonft,9.23357E+12,NFT,Dragon,17e6f4da-2652-4834-9bdf-1002700d9b59,1,16,0,1,2023.4.17 8:31,1,2023.5.5 12:38,0,0001-01-01 00:00:00,2023.5.5 12:38,2023.4.17 8:29,03e7d021-99f5-47ed-baa0-3613d03f0c0c,Toothless,0,eDsTj9y5S_C2oxAAWyF6zW:APA91bGrz3adHKFK4Z6Nw5ew7eE0HjU270AHRZpewxCisvzVtWGlBZdeVBgUFKz887AYl1Mh2NKrOQr9xUycfR40vlPXx-icE-qdxRb2bYzLUB_2of_RoHb8BVh8gzQnJ21Ijf60QmXR,0,0,KOR,2023.5.8 22:51,2023.5.3 6:50
